,Year,Month,State,Location,Food,Ingredient,Species,Serotype/Genotype,Status,Illnesses,Hospitalizations,Fatalities
12347,2008,January,Arizona,Restaurant,,,,,,3,0.0,0.0
12348,2008,January,Arizona,Restaurant,,,,,,12,0.0,0.0
12349,2008,January,Arizona,Restaurant,,,,,,7,0.0,0.0
12350,2008,January,Arizona,Private Home/Residence,,,,,,4,0.0,0.0
12351,2008,January,California,Restaurant,,,Norovirus unknown,,Confirmed,16,0.0,0.0
12352,2008,January,California,Restaurant,Macaroni And Cheese,,Salmonella enterica,Typhimurium var Cope,Confirmed,4,0.0,0.0
12354,2008,January,California,Restaurant,,,,,,4,0.0,0.0
12355,2008,January,California,Banquet Facility,,,Norovirus genogroup I,,Suspected,16,0.0,0.0
12357,2008,January,Colorado,Restaurant,,,,,,4,0.0,0.0
12358,2008,January,Colorado,Restaurant,,,,,,10,,
12359,2008,January,Colorado,Restaurant,Pizza,,,,,6,0.0,0.0
12360,2008,January,Colorado,Restaurant,Oriental Chicken Salad,,,,,3,0.0,0.0
12361,2008,January,Colorado,Prison/Jail,,,Salmonella enterica,Enteritidis,Confirmed,22,0.0,0.0
12362,2008,January,Connecticut,Catering Service,Caesar Salad,,Norovirus unknown,,Suspected,9,0.0,0.0
12363,2008,January,Florida,Restaurant,,,Norovirus genogroup II,Unknown,Confirmed,20,0.0,0.0
12364,2008,January,Florida,Restaurant,"Fried Rice, Unspecified",,Bacillus cereus,,Suspected,2,,
12365,2008,January,Florida,Restaurant,"Sandwich, Chicken",,Campylobacter jejuni,,Suspected,2,,
12366,2008,January,Florida,Restaurant,Chicken Fu Yung,,,,,2,,
12367,2008,January,Florida,Restaurant,"Quesadilla, Beef/Steak",,,,,2,,
12368,2008,January,Florida,Restaurant,"Ground Beef, Hamburger; Cheese, Unspecified; Bun; Potato Chips; Pizza",,Norovirus genogroup I,,Suspected,3,0.0,0.0
12369,2008,January,Florida,Restaurant,"Lettuce, Unspecified",,Norovirus genogroup I,,Suspected,23,0.0,0.0
12370,2008,January,Florida,Grocery Store,"Ham, Other",,Staphylococcus aureus,,Confirmed,11,,
12371,2008,January,Florida,Restaurant,Vinagarette-Based Dressing,,Norovirus genogroup I,,Suspected,13,,
12372,2008,January,Florida,Nursing Home/Assisted Living Facility,,,Norovirus genogroup I,,Suspected,4,,
12373,2008,January,Florida,Restaurant,Chicken,,Clostridium perfringens,,Suspected,3,,
12374,2008,January,Florida,Restaurant,,,,,,2,,
12375,2008,January,Florida,Restaurant,,,Norovirus genogroup II,Unknown,Confirmed,8,0.0,0.0
12377,2008,January,Florida,Restaurant,"Rice, Yellow",,,,,3,,
12378,2008,January,Florida,Restaurant,"Sandwich, Chicken",,,,,2,,
12379,2008,January,Florida,Restaurant,,,Salmonella enterica,,Confirmed,2,,
12381,2008,January,Georgia,Restaurant,,,Norovirus genogroup II,Unknown,Confirmed,11,0.0,0.0
12384,2008,January,Hawaii,,,,Norovirus genogroup I,,Confirmed,7,,0.0
12385,2008,January,Hawaii,,,,Norovirus unknown,,Confirmed,7,0.0,0.0
12386,2008,January,Illinois,Restaurant,,,,,,4,0.0,0.0
12388,2008,January,Illinois,Restaurant,Greek Salad,,,,,2,0.0,0.0
12389,2008,January,Illinois,Restaurant,,,,,,4,1.0,0.0
12390,2008,January,Illinois,Restaurant,,,,,,17,1.0,0.0
12391,2008,January,Kansas,Restaurant,,,Norovirus unknown,,Suspected,4,0.0,0.0
12392,2008,January,Kansas,Restaurant,,,,,,5,0.0,0.0
12393,2008,January,Kansas,Restaurant,,,,,,4,0.0,0.0
12394,2008,January,Kansas,Restaurant,Mixed Fruit,,Norovirus unknown,,Confirmed,20,0.0,0.0
12395,2008,January,Kansas,Restaurant,,,,,,2,0.0,0.0
12396,2008,January,Kansas,Restaurant,,,Norovirus unknown,,Suspected,25,0.0,0.0
12398,2008,January,Kentucky,Restaurant,,,Norovirus genogroup II,Unknown,Confirmed,9,,0.0
12399,2008,January,Louisiana,Restaurant,"Fried Rice, Unspecified",,,,,15,0.0,0.0
12400,2008,January,Maine,Nursing Home/Assisted Living Facility,,,Norovirus genogroup II,Unknown,Confirmed,19,0.0,0.0
12402,2008,January,Maine,,,,,,,8,0.0,0.0
12403,2008,January,Maryland,Restaurant,Salad Bar,,,,,4,0.0,0.0
12405,2008,January,Michigan,Restaurant,,,,,,2,,0.0
12406,2008,January,Michigan,Restaurant,"Steak, Filet Mignon",,Norovirus genogroup II,Unknown,Confirmed,11,0.0,0.0
12407,2008,January,Minnesota,,Oysters,,Norovirus genogroup I,,Confirmed,2,0.0,0.0
12408,2008,January,Minnesota,Restaurant,"Salad, Unspecified",,Norovirus genogroup I,,Confirmed,9,0.0,0.0
12410,2008,January,Minnesota,Restaurant,,,Norovirus genogroup II,Unknown,Confirmed,7,0.0,0.0
12411,2008,January,Minnesota,Restaurant,,,Norovirus genogroup I,,Confirmed,3,0.0,0.0
12412,2008,January,Minnesota,Restaurant; Catering Service,"Sandwich, Deli",,Norovirus genogroup I,,Confirmed,11,0.0,0.0
12413,2008,January,Minnesota,Restaurant,"Sandwich, Unspecified",,Norovirus genogroup I,,Confirmed,3,0.0,0.0
12415,2008,January,New Mexico,Restaurant,,,Salmonella enterica,Muenchen,Confirmed,8,2.0,0.0
12416,2008,January,New Mexico,Restaurant,,,Salmonella enterica,,Confirmed,5,1.0,0.0
12418,2008,January,New York,Restaurant,,,,,,4,0.0,0.0
12419,2008,January,New York,Restaurant,"Salsa, Unspecified",,Norovirus unknown,,Confirmed,10,0.0,0.0
12420,2008,January,Ohio,Private Home/Residence,,,Norovirus genogroup II,Unknown,Confirmed,3,0.0,0.0
12421,2008,January,Ohio,Restaurant,"Soup Unspecified; Salad, Unspecified",,Norovirus genogroup II,Unknown,Confirmed,9,0.0,0.0
12422,2008,January,Ohio,Restaurant,"Chicken, Sweet And Sour",,Bacillus cereus,,Suspected,2,0.0,0.0
12423,2008,January,Oregon,Restaurant,Caesar Salad,,Norovirus genogroup II,Unknown,Confirmed,12,0.0,0.0
12424,2008,January,Oregon,Restaurant,,,Norovirus genogroup I,,Confirmed,15,0.0,0.0
12425,2008,January,Oregon,Restaurant,,,Norovirus genogroup II,Unknown,Suspected,18,0.0,0.0
12426,2008,January,South Carolina,Private Home/Residence,Macaroni And Cheese,Egg,Salmonella enterica,Enteritidis,Confirmed,12,6.0,0.0
12427,2008,January,Tennessee,Restaurant,"Sushi, Seafood",,Norovirus genogroup II,Unknown,Confirmed,20,0.0,0.0
12428,2008,January,Tennessee,Restaurant,"Taco Meat; Burrito, Beef; Chips And Salsa",,,,,4,0.0,0.0
12430,2008,January,Texas,Restaurant,,,Norovirus genogroup II,Unknown,Confirmed,16,0.0,0.0
12431,2008,January,Virginia,Restaurant,"Salad, Unspecified",,Norovirus unknown,,Confirmed,16,0.0,0.0
12432,2008,January,Washington,Restaurant,,,Norovirus genogroup I,,Suspected,6,0.0,0.0
12433,2008,February,Alabama,Religious Facility,,,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,17,7.0,0.0
12435,2008,February,Arizona,Restaurant,,,,,,3,0.0,0.0
12436,2008,February,Arizona,Restaurant,,,,,,7,0.0,0.0
12438,2008,February,California,Restaurant,,,,,,5,0.0,0.0
12439,2008,February,California,Restaurant,"Ice Cream, Unspecified",,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,2,0.0,0.0
12440,2008,February,California,Unknown,,,Salmonella enterica,Typhimurium,Confirmed,5,2.0,0.0
12441,2008,February,California,Restaurant,Garden Salad,,Norovirus genogroup I,Unknown,Confirmed,5,0.0,0.0
12442,2008,February,California,Restaurant,,,Norovirus genogroup I,,Suspected,14,0.0,0.0
12443,2008,February,California,Private Home/Residence,Raw Cookie Dough,Egg,Salmonella enterica,Enteritidis,Confirmed,4,2.0,0.0
12444,2008,February,California,,"Chicken, Roasted",Chicken,Clostridium perfringens,,Suspected,14,0.0,0.0
12446,2008,February,Colorado,Restaurant,,,,,,3,0.0,0.0
12447,2008,February,Colorado,Restaurant,,,,,,5,1.0,0.0
12448,2008,February,Colorado,Restaurant,"Nachos, Unspecified; Ice Cream, Unspecified",,,,,6,0.0,0.0
12450,2008,February,Colorado,Restaurant,,,,,,2,0.0,0.0
12452,2008,February,Colorado,Restaurant,"Ice Cream, Soft Serve",,Norovirus genogroup I,,Suspected,5,1.0,0.0
12453,2008,February,Florida,Restaurant,"Sandwich, Pork",,,,,3,,
12454,2008,February,Florida,Restaurant,"Enchilada, Chicken",,,,,2,,
12455,2008,February,Florida,Restaurant,"Sausage, Pork",,,,,2,,
12456,2008,February,Florida,Restaurant,"Sandwich, Beef",,,,,4,,
12457,2008,February,Florida,Private Home/Residence,Sphyraena Barracuda,,Ciguatoxin,,Confirmed,5,,
12458,2008,February,Florida,Restaurant,"Sandwich, Chicken",,,,,2,,
12459,2008,February,Florida,Restaurant,,,,,,2,,
12462,2008,February,Georgia,Restaurant,,,Norovirus genogroup II,Unknown,Confirmed,6,0.0,0.0
12463,2008,February,Georgia,Restaurant; Catering Service,,,Norovirus genogroup II,Unknown,Confirmed,19,1.0,0.0
12465,2008,February,Hawaii,,,,Norovirus genogroup I,,Confirmed,24,0.0,0.0
12466,2008,February,Hawaii,Private Home/Residence,"Fish, Wahanui",,Ciguatoxin,,Confirmed,2,0.0,0.0
12469,2008,February,Illinois,Restaurant,"Rice; Lettuce, Unspecified; Beans, Unspecified",,,,,8,1.0,0.0
12470,2008,February,Illinois,Restaurant,,,,,,4,0.0,0.0
12471,2008,February,Kansas,Restaurant,,,,,,2,0.0,0.0
12472,2008,February,Kansas,,,,Norovirus genogroup I,Unknown,Suspected,2,0.0,0.0
12473,2008,February,Kansas,Restaurant,"Sandwich, Turkey",,,,,11,0.0,0.0
12474,2008,February,Kansas,Restaurant,,,,,,5,0.0,0.0
12475,2008,February,Louisiana,Restaurant,,,Norovirus genogroup II,Unknown,Confirmed,11,1.0,0.0
12477,2008,February,Maine,,,,,,,20,,0.0
12478,2008,February,Maine,,,,Norovirus genogroup II,Unknown,Confirmed,8,,0.0
12479,2008,February,Maryland,Restaurant,Black Bean And Beef Nachos,,Norovirus genogroup II,Unknown,Confirmed,9,0.0,0.0
12480,2008,February,Michigan,Restaurant,,,,,,9,0.0,0.0
12481,2008,February,Michigan,Restaurant,Shredded Chicken,,,,,10,2.0,0.0
12482,2008,February,Michigan,,,,,,,10,,0.0
12483,2008,February,Minnesota,Restaurant,"Sandwich, Unspecified",,Salmonella enterica,Enteritidis,Confirmed,15,0.0,0.0
12484,2008,February,Minnesota,Restaurant,Multiple Salads,,Norovirus genogroup I,,Confirmed,7,0.0,0.0
12485,2008,February,Minnesota,Restaurant,,,Norovirus genogroup I,,Suspected,2,0.0,0.0
12486,2008,February,Minnesota,Banquet Facility,Croissants,,Norovirus genogroup I,,Suspected,9,0.0,0.0
12487,2008,February,Minnesota,Restaurant,,,Norovirus genogroup I,,Confirmed,4,1.0,0.0
12488,2008,February,Minnesota,Private Home/Residence,"Chicken, Cordon Bleu",,Salmonella enterica,Enteritidis,Confirmed,7,3.0,0.0
12489,2008,February,New York,Restaurant,"Fried Rice, Unspecified",Rice,Bacillus cereus,,Suspected,2,1.0,0.0
12491,2008,February,North Dakota,Restaurant,,,Norovirus genogroup I,Unknown,Confirmed,7,0.0,0.0
12492,2008,February,Ohio,Private Home/Residence,"Dessert, Other",,Chemical or toxin,,Suspected,3,2.0,0.0
12493,2008,February,Ohio,Private Home/Residence,Chicken Pot Pie,,,,,4,0.0,0.0
12494,2008,February,Ohio,Restaurant,,,,,,9,0.0,0.0
12495,2008,February,Ohio,Restaurant; Banquet Facility,,,,,,6,0.0,0.0
12496,2008,February,Ohio,Child Daycare,,,Cleaning agents,,Suspected,4,0.0,0.0
12497,2008,February,Oregon,Restaurant,,,Norovirus genogroup II,Unknown,Confirmed,16,0.0,0.0
12498,2008,February,Oregon,Restaurant,,,Norovirus genogroup II,Unknown,Confirmed,10,0.0,0.0
12499,2008,February,Oregon,Restaurant,,,Norovirus genogroup II,Unknown,Confirmed,12,0.0,0.0
12500,2008,February,Pennsylvania,Restaurant,,,Norovirus unknown,,Confirmed,19,0.0,0.0
12502,2008,February,Puerto Rico,Unknown,,,Vibrio other,,Suspected,3,0.0,0.0
12503,2008,February,Puerto Rico,Restaurant,Green Salad,,,,,18,3.0,0.0
12505,2008,February,Tennessee,Restaurant,,,,,,5,0.0,0.0
12506,2008,February,Virginia,Banquet Facility,"Doughnuts, Unspecified; Bagels; Ice Tea; English Muffin; Cinnamon Twist",,Norovirus unknown,,Confirmed,16,0.0,0.0
12507,2008,February,Washington,Restaurant,,,Norovirus genogroup I,,Confirmed,15,0.0,0.0
12508,2008,February,Washington,Restaurant,"Pad Thai, Unspecified",,,,,2,0.0,0.0
12509,2008,February,Washington,Restaurant,,,,,,3,0.0,0.0
12510,2008,February,Washington,Restaurant,,,Norovirus genogroup I,,Suspected,3,0.0,0.0
12511,2008,February,Washington,Restaurant,"Lettuce, Unspecified",,Norovirus genogroup I,,Suspected,6,0.0,0.0
12512,2008,February,Wisconsin,Private Home/Residence,"Soup, Beef-Based",,Clostridium perfringens,,Confirmed,12,0.0,0.0
12513,2008,February,Wisconsin,Restaurant,,,Norovirus genogroup II,Unknown,Confirmed,22,0.0,0.0
12514,2008,February,Wyoming,Restaurant,,,Salmonella enterica,Litchfield,Confirmed,4,0.0,0.0
12515,2008,March,Alaska,Restaurant,,,,,,6,0.0,0.0
12516,2008,March,Arizona,Catering Service,,,Norovirus genogroup II,Unknown,Confirmed,16,0.0,0.0
12517,2008,March,Arizona,Restaurant,,,,,,2,0.0,0.0
12518,2008,March,Arizona,Restaurant,,,Norovirus genogroup II,Unknown,Confirmed,4,1.0,0.0
12519,2008,March,Arizona,Restaurant,,,,,,3,1.0,0.0
12520,2008,March,California,Restaurant,"Cake, Unspecified",,,,,7,0.0,0.0
12521,2008,March,California,Restaurant; Private Home/Residence,Mutiple Mexican Foods,,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,5,0.0,0.0
12522,2008,March,California,Restaurant,Rice,,Bacillus cereus,,Suspected,6,0.0,0.0
12524,2008,March,California,Restaurant,,,,,,2,0.0,0.0
12526,2008,March,California,Restaurant,,,Norovirus unknown,,Confirmed,10,0.0,0.0
12527,2008,March,Colorado,Restaurant,"Refried Beans, Unspecified; Rice, Spanish",,Clostridium perfringens,,Confirmed,2,0.0,0.0
12528,2008,March,Colorado,Restaurant,Pizza,,,,,3,0.0,0.0
12529,2008,March,Colorado,Restaurant,,,,,,5,0.0,0.0
12530,2008,March,Colorado,Restaurant,,,Norovirus genogroup I,,Suspected,22,0.0,0.0
12531,2008,March,Colorado,Restaurant,,,,,,8,0.0,0.0
12533,2008,March,Florida,Restaurant,"Chicken, Nuggets/Fingers",,,,,2,,
12534,2008,March,Florida,,"Ground Beef, Cheeseburger",,,,,3,,
12535,2008,March,Florida,Grocery Store,"Fajita, Chicken",,Staphylococcus unknown,,Suspected,2,,
12536,2008,March,Florida,Restaurant,House Salad,,Norovirus genogroup I,,Suspected,3,,
12537,2008,March,Florida,Restaurant,Shrimp Scampi,,,,,3,,
12538,2008,March,Florida,Catering Service,"Sandwich, Club",,Norovirus genogroup I,,Suspected,18,,
12539,2008,March,Florida,Restaurant,House Salad,,,,,9,3.0,0.0
12540,2008,March,Georgia,Restaurant,,,Norovirus genogroup I,,Suspected,12,0.0,0.0
12542,2008,March,Georgia,Restaurant,,,Norovirus genogroup II,Unknown,Confirmed,8,0.0,0.0
12544,2008,March,Hawaii,Restaurant,"Fish, Ahi",,Scombroid toxin,,Confirmed,2,0.0,0.0
12545,2008,March,Hawaii,,,,Norovirus genogroup I,,Confirmed,8,0.0,0.0
12546,2008,March,Hawaii,Nursing Home/Assisted Living Facility,,,Norovirus unknown,,Confirmed,14,,0.0
12547,2008,March,Idaho,Restaurant,Pizza,,Norovirus genogroup II,Unknown,Confirmed,15,0.0,0.0
12548,2008,March,Idaho,,Raw Milk,,Campylobacter coli,,Confirmed,5,,
12549,2008,March,Illinois,Restaurant,,,,,,13,0.0,0.0
12550,2008,March,Illinois,Restaurant,Lettuce Based Salads,,Norovirus genogroup II,Unknown,Confirmed,12,3.0,1.0
12551,2008,March,Illinois,Restaurant,,,,,,3,,0.0
12552,2008,March,Illinois,Restaurant,,,Norovirus genogroup II,Unknown,Suspected,6,0.0,0.0
12553,2008,March,Illinois,,,,,,,8,0.0,0.0
12554,2008,March,Illinois,Restaurant,,,,,,7,0.0,0.0
12556,2008,March,Illinois,Restaurant,"Cake, Tiramisu; Cake, Hazelnut",,Norovirus genogroup I,Unknown,Suspected,12,0.0,0.0
12557,2008,March,Illinois,Private Home/Residence,,,,,,5,0.0,0.0
12558,2008,March,Illinois,Restaurant,,,,,,5,0.0,0.0
12559,2008,March,Kansas,Restaurant,,,Norovirus unknown,,Confirmed,11,0.0,0.0
12560,2008,March,Kansas,Restaurant,,,Norovirus unknown,,Suspected,5,0.0,0.0
12562,2008,March,Kansas,Restaurant,,,,,,2,0.0,0.0
12563,2008,March,Kansas,Private Home/Residence,,,,,,13,4.0,0.0
12564,2008,March,Kansas,Restaurant,,,,,,3,0.0,0.0
12567,2008,March,Maine,,,,,,,22,0.0,0.0
12568,2008,March,Maine,,,,Norovirus unknown,,Confirmed,12,0.0,0.0
12571,2008,March,Michigan,Restaurant,,,,,,4,0.0,0.0
12573,2008,March,Michigan,Restaurant,,,Norovirus genogroup II,Unknown,Confirmed,21,4.0,0.0
12575,2008,March,Minnesota,Restaurant,Shrimp,,Norovirus genogroup I,,Suspected,4,0.0,0.0
12576,2008,March,Minnesota,Restaurant,"Onion, Unspecified",,Norovirus genogroup I,,Suspected,5,0.0,0.0
12579,2008,March,Minnesota,Restaurant,"Sushi, Unspecified",,Norovirus genogroup I,,Suspected,7,0.0,0.0
12580,2008,March,Minnesota,Restaurant,,,Norovirus genogroup I,,Suspected,4,0.0,0.0
12581,2008,March,Minnesota,Restaurant,,,Norovirus genogroup I,,Confirmed,16,0.0,0.0
12582,2008,March,Minnesota,Restaurant,Pizza,,Norovirus genogroup I,,Suspected,8,0.0,0.0
12583,2008,March,Minnesota,Restaurant,,,Norovirus genogroup I,,Suspected,7,0.0,0.0
12584,2008,March,Multistate,Private Home/Residence; Grocery Store,Sprouts,,Listeria monocytogenes,,Confirmed,20,16.0,0.0
12585,2008,March,Nebraska,Banquet Facility,"Roast Beef, Other",,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,15,3.0,
12586,2008,March,New Jersey,,,,,,,12,0.0,0.0
12587,2008,March,New Jersey,,,,Salmonella enterica,Miami,Confirmed,16,5.0,0.0
12588,2008,March,New York,Restaurant,"Eggs, Scrambled",,Norovirus genogroup I,,Confirmed,15,1.0,0.0
12591,2008,March,Ohio,Restaurant,,,,,,2,0.0,0.0
12592,2008,March,Ohio,Restaurant,"Seafood Dish, Unspecified",,,,,2,0.0,0.0
12593,2008,March,Ohio,Restaurant,,,Norovirus genogroup II,Unknown,Suspected,3,0.0,0.0
12594,2008,March,Ohio,Private Home/Residence,,,Norovirus genogroup I,Unknown,Suspected,8,0.0,0.0
12595,2008,March,Ohio,Grocery Store,"Frosting/Icing, Unspecified; Cake",,,,,12,0.0,0.0
12596,2008,March,Ohio,Restaurant,,,Norovirus genogroup II,Unknown,Suspected,4,0.0,0.0
12597,2008,March,Ohio,,,,,,,18,,0.0
12599,2008,March,Oregon,Restaurant,Lettuce-Based Salads Unspecified,,Norovirus genogroup II,Unknown,Confirmed,19,0.0,0.0
12600,2008,March,Oregon,Restaurant,,,Norovirus genogroup II,Unknown,Confirmed,10,0.0,0.0
12601,2008,March,Oregon,Restaurant,Pizza,,Norovirus genogroup II,Unknown,Confirmed,13,0.0,0.0
12602,2008,March,Oregon,Restaurant,,,Salmonella enterica,Heidelberg,Confirmed,5,1.0,0.0
12603,2008,March,Oregon,Restaurant,Tofu Spring Rolls; Chicken Spring Rolls,,Norovirus genogroup II,Unknown,Confirmed,15,0.0,0.0
12604,2008,March,Oregon,Restaurant,,,Norovirus genogroup II,Unknown,Confirmed,8,0.0,0.0
12605,2008,March,Pennsylvania,Private Home/Residence,Dairy,,,,,16,0.0,0.0
12606,2008,March,Puerto Rico,Private Home/Residence,,,,,,4,0.0,0.0
12607,2008,March,Puerto Rico,,,,,,,3,0.0,0.0
12608,2008,March,South Carolina,Private Home/Residence,,,Norovirus unknown,,Confirmed,13,0.0,0.0
12610,2008,March,Tennessee,Restaurant,"Fish, Amberjack",,Ciguatoxin,,Confirmed,8,0.0,0.0
12612,2008,March,Tennessee,Restaurant,Lettuce Based Salads,,Norovirus genogroup II,Unknown,Confirmed,3,0.0,0.0
12613,2008,March,Texas,Private Home/Residence; Fair/Festival,"Beef, Brisket",,,,,24,0.0,0.0
12614,2008,March,Texas,,,,,,,11,0.0,0.0
12615,2008,March,Texas,,,,Norovirus genogroup I,,Confirmed,20,12.0,0.0
12616,2008,March,Washington,Restaurant,,,Norovirus genogroup I,,Suspected,3,0.0,0.0
12617,2008,March,Washington,Restaurant,Green Salad,Leafy Green,Norovirus genogroup I,,Confirmed,20,0.0,0.0
12618,2008,March,Washington,Restaurant,,,,,,3,0.0,0.0
12621,2008,March,Wisconsin,Restaurant,,,,,,6,0.0,0.0
12622,2008,March,Wisconsin,Restaurant,,,Norovirus genogroup II,Unknown,Confirmed,9,0.0,0.0
12623,2008,March,Wisconsin,Private Home/Residence,"Peas, Green",,Cyclospora cayatenensis,,Confirmed,4,0.0,0.0
12625,2008,April,Arizona,Restaurant,,,Norovirus genogroup II,Unknown,Confirmed,11,0.0,0.0
12626,2008,April,Arizona,Restaurant,,,Norovirus genogroup II,Unknown,Confirmed,5,0.0,0.0
12627,2008,April,Arizona,Restaurant,,,,,,7,0.0,0.0
12628,2008,April,Arizona,Restaurant,,,,,,2,0.0,0.0
12629,2008,April,California,,"Burrito, Unspecified",,,,,4,0.0,0.0
12630,2008,April,California,Restaurant,Miscellaneous,,Clostridium perfringens,,Suspected,7,0.0,0.0
12631,2008,April,California,Restaurant,,,,,,6,0.0,0.0
12633,2008,April,California,Restaurant,Ice,,Staphylococcus aureus,,Suspected,5,0.0,0.0
12634,2008,April,California,Restaurant,"Romaine Lettuce, Unspecified",Leafy Green,Hepatitis A,,Confirmed,22,4.0,0.0
12635,2008,April,Colorado,Restaurant,Oriental Chicken Salad; Pizza,,,,,5,0.0,0.0
12636,2008,April,Colorado,Restaurant,,,,,,3,0.0,0.0
12637,2008,April,Colorado,Catering Service,"Mushrooms, Sauteed",,Norovirus genogroup I,,Confirmed,16,0.0,0.0
12638,2008,April,Colorado,Restaurant,"Guacamole, Unspecified; Refried Beans, Unspecified; Rice, Spanish",,,,,3,0.0,0.0
12639,2008,April,Colorado,Private Home/Residence; Grocery Store,Fruit Salad; Pinwheels,,Norovirus genogroup I,,Confirmed,17,0.0,0.0
12640,2008,April,Colorado,Restaurant,,,,,,5,0.0,0.0
12642,2008,April,Florida,Restaurant,Chicken Tempura,,Bacillus cereus,,Suspected,4,,
12643,2008,April,Florida,Restaurant,"Ice Cream, Unspecified",,Bacillus cereus,,Suspected,2,,
12645,2008,April,Florida,Banquet Facility,"Muffin, Unspecified",,Norovirus genogroup I,Unknown,Confirmed,24,0.0,0.0
12647,2008,April,Florida,Restaurant,Ice,,,,,5,0.0,0.0
12648,2008,April,Florida,Restaurant,,,Norovirus genogroup II,Unknown,Confirmed,16,0.0,0.0
12649,2008,April,Georgia,Restaurant,,,,,,8,0.0,0.0
12650,2008,April,Illinois,Restaurant,,,,,,10,0.0,0.0
12653,2008,April,Illinois,Restaurant,,,,,,5,0.0,0.0
12654,2008,April,Illinois,Restaurant,,,,,,3,0.0,0.0
12655,2008,April,Illinois,Restaurant,,,,,,2,0.0,0.0
12657,2008,April,Illinois,Restaurant,,,,,,6,0.0,0.0
12658,2008,April,Illinois,Restaurant,,,,,,4,,0.0
12659,2008,April,Iowa,Restaurant,"Tomato, Unspecified; Green Salad",,Salmonella enterica,Braenderup,Confirmed,12,5.0,0.0
12660,2008,April,Kansas,Restaurant,,,,,,6,0.0,0.0
12661,2008,April,Kansas,Restaurant,,,,,,3,0.0,0.0
12663,2008,April,Kansas,Restaurant,,,,,,4,0.0,0.0
12665,2008,April,Maine,,,,Norovirus genogroup I,,Suspected,21,0.0,0.0
12668,2008,April,Maryland,Restaurant,Crabcake; Crab Dip,,Norovirus genogroup II,Unknown,Confirmed,13,1.0,0.0
12669,2008,April,Massachusetts,Banquet Facility,,,,,,13,0.0,0.0
12670,2008,April,Massachusetts,,Raw Milk,,Campylobacter jejuni,,Confirmed,8,0.0,0.0
12671,2008,April,Michigan,Restaurant,,,,,,17,0.0,0.0
12672,2008,April,Michigan,Restaurant,Coleslaw,,,,,11,0.0,0.0
12673,2008,April,Michigan,Restaurant,,,Salmonella enterica,Typhimurium,Confirmed,2,1.0,0.0
12674,2008,April,Minnesota,Restaurant,"Water, Unspecified; Beverage With Ice, Unspecified",,Norovirus genogroup I,,Confirmed,18,0.0,0.0
12675,2008,April,Minnesota,Restaurant,,,Norovirus genogroup I,,Confirmed,11,0.0,0.0
12676,2008,April,Minnesota,Restaurant,,,Norovirus genogroup I,,Confirmed,12,0.0,0.0
12677,2008,April,Missouri,,Goat Milk,,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,4,2.0,0.0
12682,2008,April,New Mexico,Restaurant,,,Staphylococcus aureus,,Suspected,13,0.0,0.0
12683,2008,April,New York,Restaurant,,,Norovirus genogroup I,,Confirmed,14,1.0,0.0
12684,2008,April,New York,Restaurant,,,,,,9,0.0,0.0
12686,2008,April,New York,Restaurant,,,Salmonella enterica,Hartford,Confirmed,22,4.0,0.0
12688,2008,April,North Dakota,Private Home/Residence,,,Campylobacter jejuni,,Confirmed,11,1.0,0.0
12689,2008,April,Ohio,Restaurant,Lettuce-Based Salads Unspecified,,Norovirus genogroup II,Unknown,Confirmed,11,0.0,0.0
12690,2008,April,Ohio,Restaurant,"Steak, Other; Tuna, Unspecified; Shrimp, Unspecified",,,,,5,0.0,0.0
12691,2008,April,Ohio,Restaurant,,,,,,3,0.0,0.0
12692,2008,April,Ohio,Restaurant; Catering Service,Unspecified Fruit; Vegetable Tray,,Norovirus genogroup I,Unknown,Confirmed,23,0.0,0.0
12693,2008,April,Ohio,Banquet Facility,,,Norovirus genogroup I,Unknown,Suspected,7,0.0,0.0
12695,2008,April,Ohio,Restaurant,"Chicken, Sweet And Sour",,,,,4,0.0,0.0
12696,2008,April,Ohio,,Raw Milk,,Campylobacter jejuni,,Suspected,3,,0.0
12698,2008,April,Ohio,Restaurant,,,,,,8,0.0,0.0
12699,2008,April,Ohio,Restaurant,,,,,,5,0.0,0.0
12700,2008,April,Ohio,Private Home/Residence,"Deli Meat, Sliced Roast Beef",,,,,2,0.0,0.0
12701,2008,April,Ohio,,Cookies,,,,,3,0.0,0.0
12703,2008,April,Ohio,Restaurant,,,Salmonella enterica,Typhimurium,Confirmed,21,5.0,0.0
12704,2008,April,Ohio,Restaurant,,,Salmonella enterica,Typhimurium,Confirmed,2,,0.0
12705,2008,April,Oregon,Catering Service,,,,,,8,0.0,0.0
12706,2008,April,Oregon,Restaurant,Green Salad,,Norovirus genogroup II,Unknown,Confirmed,9,0.0,0.0
12707,2008,April,Oregon,Restaurant,,,,,,5,0.0,0.0
12709,2008,April,Oregon,Private Home/Residence,,,Salmonella enterica,Enteritidis,Confirmed,7,0.0,0.0
12710,2008,April,Puerto Rico,Restaurant,,,,,,2,0.0,0.0
12711,2008,April,Tennessee,Restaurant,,,Norovirus genogroup II,Unknown,Confirmed,3,0.0,0.0
